"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"1446","Postman Pat: The Movie","/movies/?id=postmanpat.htm",1519,"Shout! Factory","June","Animation",88,"Unrated",NA,NA
"1447","Carmo, Hit the Road","/movies/?id=carmo.htm",1512,"First Run","October","Adventure",100,"Unrated",NA,NA
"1448","Stations of the Cross","/movies/?id=stationsofthecross.htm",1505,"Film Movement","July","Drama",110,"Unrated",NA,NA
"1449","Souldier","/movies/?id=souldier.htm",1500,"Parade Deck Films","February","Documentary",72,"Unrated",NA,NA
"1450","Making Grace","/movies/?id=makinggrace.htm",1496,"First Run","July","Documentary",86,"Unrated",NA,NA
"1451","Where Are You Taking Me?","/movies/?id=whereareyoutakingme.htm",1492,"Icarus Films","March","Documentary",72,"Unrated",NA,NA
"1452","Divine Intervention (2007)","/movies/?id=divineintervention07.htm",1485,"Bullz Eye Productions","November","Comedy / Drama",100,"Unrated",NA,NA
"1453","Making Rounds","/movies/?id=makingrounds.htm",1484,"First Run","October","Documentary",64,"Unrated",NA,NA
"1454","The Letter: An American Town and the 'Somali Invasion'","/movies/?id=letter05.htm",1479,"Arab Film Dist.","February","Documentary",76,"Unrated",NA,NA
"1455","Out of the Blue","/movies/?id=outoftheblue.htm",1477,"IFC","October","Drama",103,"Unrated",NA,NA
"1456","'Tis Autumn: The Search for Jackie Paris","/movies/?id=tisautumn.htm",1476,"Outsider Films","December","Documentary",100,"Unrated",NA,NA
"1457","Unborn in the USA","/movies/?id=unbornintheusa.htm",1475,"First Run","June","Documentary",105,"Unrated",NA,NA
"1458","The Package (2013)","/movies/?id=package2013.htm",1469,"Anchor Bay Films","February","Action",96,"R",NA,NA
"1459","Level Up","/movies/?id=levelup.htm",1469,"FilmBuff","August","Thriller",84,"Unrated",NA,NA
"1460","Officer Down","/movies/?id=officerdown.htm",1463,"Anchor Bay Films","January","Crime Drama",NA,"R",NA,NA
"1461","Free Radicals","/movies/?id=freeradicals.htm",1443,"Kino","July","Foreign",120,"Unrated",NA,NA
"1462","The Ballad of Bering Strait","/movies/?id=balladofberingstrait.htm",1440,"Emerging Pictures","February","Documentary",98,"Unrated",NA,NA
"1463","Kalyug","/movies/?id=kalyug.htm",1435,"Kria, Inc.","December","Foreign",NA,"Unrated",NA,NA
"1464","Monumental","/movies/?id=monumental.htm",1430,"First Run","July","Documentary",77,"Unrated",NA,NA
"1465","Hyena Road","/movies/?id=hyenaroad.htm",1430,"Samuel Goldwyn","March","War Drama",120,"R",NA,NA
"1466","Bestiaire","/movies/?id=bestiaire.htm",1428,"KimStim/Zeitgeist Films","October","Documentary",72,"Unrated",NA,NA
"1467","The Silence of Mark Rothko","/movies/?id=silenceofmarkrothko.htm",1422,"Icarus Films","April","Documentary",52,"Unrated",NA,NA
"1468","Shwaas","/movies/?id=shwaas.htm",1416,"Kathi Arts","December","Foreign",107,"Unrated",NA,NA
"1469","Drool","/movies/?id=drool.htm",1403,"Strand","January","Comedy",85,"Unrated",NA,NA
"1470","Four Lane Highway","/movies/?id=fourlanehighway.htm",1393,"Sky Island Films","June","Drama",104,"Unrated",NA,NA
"1471","Ice Blues: A Donald Strachey Mystery","/movies/?id=iceblues.htm",1377,"Regent Releasing","October","Crime Drama",84,"R",NA,NA
"1472","Headshot","/movies/?id=headshot.htm",1373,"Kino Lorber","September","Foreign",105,"Unrated",NA,NA
"1473","Ragnarok","/movies/?id=ragnorok.htm",1369,"Magnolia","August","Foreign",96,"PG-13",NA,NA
"1474","Be with Me","/movies/?id=bewithme.htm",1365,"Film Movement","September","Foreign",93,"Unrated",NA,NA
"1475","Along the Roadside","/movies/?id=alongtheroadside.htm",1352,"Indican","March","Comedy",107,"Unrated",NA,NA
"1476","Little Girl (La Pivellina)","/movies/?id=littlegirl.htm",1350,"First Run","September","Foreign",100,"Unrated",NA,NA
"1477","The Dog Problem","/movies/?id=dogproblem.htm",1344,"ThinkFilm","April","Comedy",89,"R",NA,"Scott Caan"
"1478","Return to the Land of Wonders","/movies/?id=returntothelandofwonders.htm",1338,"Arab Film Dist.","July","Documentary",88,"Unrated",NA,NA
"1479","El Leyton","/movies/?id=elleyton.htm",1332,"Cinema Four","November","Unknown",95,"Unrated",NA,NA
"1480","America Betrayed","/movies/?id=americabetrayed.htm",1311,"First Run","March","Documentary",94,"Unrated",NA,NA
"1481","Adam's Apples","/movies/?id=adamsapples.htm",1305,"Outsider Pictures","March","Foreign",94,"R",NA,NA
"1482","Exorcism: The Movie","/movies/?id=exorcismthemovie.htm",1303,"Exorcism The Movie, LLC","October","Horror",98,"PG-13",NA,NA
"1483","Eleven Men Out","/movies/?id=elevenmenout.htm",1302,"Regent Releasing","November","Foreign",85,"R",NA,NA
"1484","3 Nights in the Desert","/movies/?id=3nightsinthedesert.htm",1297,"Monterey Media, Inc.","February","Drama",90,"R",NA,NA
"1485","Jason Becker: Not Dead Yet","/movies/?id=jasonbecker.htm",1294,"Kino Lorber","December","Documentary",87,"Unrated",NA,NA
"1486","The Long Weekend","/movies/?id=longweekend.htm",1286,"Gold Circle","June","Comedy",85,"R",NA,NA
"1487","An Invisible Sign","/movies/?id=invisiblesign.htm",1279,"IFC","May","Drama",96,"PG-13",NA,NA
"1488","Proteus: A Nineteenth Century Vision","/movies/?id=proteus19thcenturyvision.htm",1246,"Icarus Films","August","Documentary",97,"Unrated",NA,NA
"1489","Skin Trade","/movies/?id=skintrade.htm",1242,"Magnolia","May","Action",95,"R",NA,NA
"1490","Big Girls Don't Cry","/movies/?id=biggirlsdontcry04.htm",1238,"Strand","September","Foreign",92,"Unrated",NA,NA
"1491","El Nino","/movies/?id=elnino.htm",1237,"Distrib Films","April","Drama",136,"Unrated",NA,NA
"1492","The Trials of Darryl Hunt","/movies/?id=trialsofdarrylhunt.htm",1217,"ThinkFilm","June","Documentary",106,"PG-13",NA,NA
"1493","A Small Good Thing","/movies/?id=asmallgoodthing.htm",1196,"Kino Lorber","August","Documentary",71,"Unrated",NA,NA
"1494","Snowman's Land","/movies/?id=snowmansland.htm",1190,"Music Box Films","September","Foreign",95,"Unrated",NA,NA
"1495","Food Beware","/movies/?id=foodbeware.htm",1181,"First Run","October","Documentary",112,"Unrated",NA,NA
"1496","A Zombie Invasion","/movies/?id=azombieinvasion.htm",1170,"AfterLight","December","Horror",NA,"Unrated",NA,NA
"1497","The Color of Olives","/movies/?id=colorofolives.htm",1169,"Arab Film Dist.","July","Documentary",97,"Unrated",NA,NA
"1498","Yalom's Cure","/movies/?id=yalomscure.htm",1164,"First Run","March","Documentary",74,"Unrated",NA,NA
"1499","Jack and Diane","/movies/?id=jackanddiane.htm",1142,"Magnolia","November","Romance",NA,"R",NA,NA
"1500","Veer!","/movies/?id=veer2013.htm",1132,"Blue Llama","March","Comedy / Drama",NA,"Unrated",NA,NA
"1501","The Ister","/movies/?id=ister.htm",1124,"Icarus Films","February","Documentary",189,"Unrated",NA,NA
"1502","The Tower (2014)","/movies/?id=tower2014.htm",1117,"Music Box Films","November","Documentary",180,"Unrated",NA,NA
"1503","Freeze Frame","/movies/?id=freezeframe.htm",1100,"First Look","December","Unknown",100,"R",NA,NA
"1504","Fall of Hyperion","/movies/?id=fallofhyperion.htm",1093,"Regent Releasing","October","Action / Adventure",88,"PG",NA,NA
"1505","Anything For Alice","/movies/?id=anythingforalice.htm",1092,"Rialto","December","Foreign",99,"Unrated",NA,NA
"1506","The Empire in Africa ","/movies/?id=empireinafrica.htm",1088,"Cinema Libre Studio","December","Documentary",87,"Unrated",NA,NA
"1507","We Are the Giant","/movies/?id=wearethegiant.htm",1088,"Music Box Films","December","Documentary",90,"Unrated",NA,NA
"1508","Kiss Me Deadly","/movies/?id=kissmedeadly.htm",1085,"Regent Releasing","May","Action",81,"R",NA,NA
"1509","Romeos","/movies/?id=romeos.htm",1081,"Strand","September","Foreign",94,"Unrated",NA,NA
"1510","The Butterfly Room","/movies/?id=butterflyroom.htm",1081,"Archstone","April","Thriller",87,"Unrated",NA,NA
"1511","Caught in the Web","/movies/?id=caughtintheweb.htm",1067,"Vitagraph","November","Foreign",117,"Unrated",NA,NA
"1512","Java Heat","/movies/?id=javaheat.htm",1061,"IFC","May","Action",104,"R",NA,NA
"1513","Paris Countdown","/movies/?id=pariscountdown.htm",1055,"Screen Media","November","Foreign",89,"Unrated",NA,NA
"1514","Childless","/movies/?id=childless2015.htm",1036,"Monterey Media, Inc.","May","Drama",87,"R",NA,NA
"1515","Absence","/movies/?id=absence.htm",1031,"Cinedigm Entertainment","July","Thriller",82,"Unrated",NA,NA
"1516","Khumba","/movies/?id=khumba.htm",1029,"Millennium Ent.","December","Animation",84,"Unrated",NA,NA
"1517","Remnants","/movies/?id=remnants.htm",1022,"AfterLight","November","Sci-Fi",93,"Unrated",NA,NA
"1518","Confessionsofa Ex-Doofus-ItchyFooted Mutha","/movies/?id=confessionsofaex-doofus-itchyfootedmutha.htm",1013,"Yeah","August","Action Comedy",99,"Unrated",NA,NA
"1519","How to Rob a Bank","/movies/?id=howtorobabank.htm",1006,"IFC","February","Crime Comedy",81,"Unrated",NA,NA
"1520","A House on a Hill","/movies/?id=houseonahill.htm",984,"Abramorama","November","Unknown",89,"Unrated",NA,NA
"1521","Looking for Cheyenne","/movies/?id=lookingforcheyenne.htm",973,"Regent Releasing","December","Foreign",85,"R",NA,NA
"1522","Strangers Online","/movies/?id=strangersonline.htm",968,"Breaking Glass Pictures","June","Drama / Thriller",107,"R",NA,NA
"1523","The Trouble with Men and Women","/movies/?id=troublewithmenandwomen.htm",967,"IFC","August","Romance",80,"Unrated",NA,NA
"1524","Beyond Hatred","/movies/?id=beyondhatred.htm",949,"First Run","June","Documentary",86,"Unrated",NA,NA
"1525","Demi-Soeur","/movies/?id=demisoeur.htm",943,"Rialto","February","Foreign",86,"Unrated",NA,NA
"1526","Producing Adults","/movies/?id=producingadults.htm",935,"Wolfe Releasing","December","Foreign",100,"Unrated",NA,NA
"1527","A People Uncounted","/movies/?id=apeopleuncounted.htm",930,"First Run","May","Documentary",99,"Unrated",NA,NA
"1528","They are We","/movies/?id=theyarewe.htm",900,"Icarus Films","June","Documentary",77,"Unrated",NA,NA
"1529","How to Be a Serial Killer","/movies/?id=howtobeaserialkiller.htm",899,"Monterey Media, Inc.","July","Horror Comedy",91,"R",NA,NA
"1530","Billy and Buddy","/movies/?id=billyandbuddy.htm",894,"Distrib Films","November","Foreign",82,"Unrated",NA,NA
"1531","Thanks to My Friends","/movies/?id=thankstomyfriends.htm",889,"Distrib Films","December","Comedy",98,"Unrated",NA,NA
"1532","In Her Line of Fire","/movies/?id=inherlineoffire.htm",884,"Regent Releasing","April","Action",90,"R",NA,NA
"1533","Big Muddy","/movies/?id=bigmuddy.htm",881,"Monterey Media, Inc.","January","Crime",104,"R",NA,NA
"1534","800 Bullets","/movies/?id=800bullets.htm",866,"TLA Releasing","October","Foreign",124,"R",NA,NA
"1535","45365","/movies/?id=45365.htm",853,"Seven Arts Distribution","February","Documentary",90,"Unrated",NA,NA
"1536","Officer Downe","/movies/?id=officerdowne.htm",850,"Magnolia","November","Action",88,"R",NA,NA
"1537","It's a Boy Girl Thing","/movies/?id=itsaboygirlthing.htm",848,"Alliance","December","Fantasy Comedy",95,"PG-13",NA,"Nick Hurran"
"1538","REC 4: Apocalypse","/movies/?id=rec4.htm",837,"Magnolia","January","Foreign / Horror",96,"R",NA,NA
"1539","Angels Crest","/movies/?id=angelscrest.htm",832,"Magnolia","December","Drama",96,"R",NA,NA
"1540","Doing Time for Patsy Cline","/movies/?id=doingtimeforpatsycline.htm",831,"Oilrag Productions","March","Comedy",95,"Unrated",NA,NA
"1541","Disfigured","/movies/?id=disfigured.htm",829,"Cinema Libre Studio","July","Drama",96,"Unrated",NA,NA
"1542","Perrier's Bounty","/movies/?id=perriersbounty.htm",828,"IFC","May","Drama / Thriller",88,"R",NA,NA
"1543","Big Shot's Funeral","/movies/?id=bigshotsfuneral.htm",820,"Sony Classics","January","Unknown",100,"PG",NA,NA
"1544","Next Time I'll Aim for the Heart","/movies/?id=nexttimeillaimfortheheart.htm",815,"Distrib Films","April","Crime Drama",111,"Unrated",NA,NA
"1545","I Spit on Your Grave 2","/movies/?id=ispitonyourgrave2.htm",809,"Anchor Bay Films","September","Horror",106,"R",NA,NA
"1546","Jackpot","/movies/?id=jackpot.htm",806,"Doppelganger Releasing","June","Foreign",90,"Unrated",NA,NA
"1547","Issues","/movies/?id=issues.htm",783,"Bullz Eye Productions","October","Comedy / Drama",87,"Unrated",NA,NA
"1548","Flakes","/movies/?id=flakes.htm",778,"IFC","December","Comedy",84,"Unrated",NA,"Michael Lehman"
"1549","Uncut","/movies/?id=uncut.htm",762,"Strand","June","Foreign",78,"Unrated",NA,NA
"1550","The Student and Mr. Henri","/movies/?id=studentandmr.henri.htm",761,"Distrib Films","August","Romantic Comedy",98,"Unrated",NA,NA
"1551","The Decoy Bride","/movies/?id=decoybride.htm",759,"IFC","March","Comedy",89,"PG",NA,NA
"1552","A New Day in Old Sana'a","/movies/?id=newdayinoldsanaa.htm",737,"Arab Film Dist.","November","Foreign",90,"Unrated",NA,NA
"1553","It's All So Quiet (Boven is het stil)","/movies/?id=itsallsoquiet.htm",724,"Big World Pictures","January","Foreign",93,"Unrated",NA,NA
"1554","Redneck Carnage","/movies/?id=redneckcarnage.htm",706,"Found-Charger Cinema","October","Horror",90,"Unrated",NA,NA
"1555","Into the White","/movies/?id=intothewhite.htm",704,"Magnolia","April","War Drama",100,"R",NA,NA
"1556","The Loving Story","/movies/?id=thelovingstory.htm",700,"Icarus Films","June","Documentary",77,"Unrated",NA,NA
"1557","Tough Being Loved By Jerks","/movies/?id=toughbeinglovedbyjerks.htm",697,"Kino Lorber","March","Foreign",102,"Unrated",NA,NA
"1558","Christmas in Wonderland","/movies/?id=christmasinwonderland.htm",689,"Yari Film Group","January","Family Comedy",100,"PG",NA,NA
"1559","Grand Depart","/movies/?id=granddepart.htm",677,"Rialto","May","Foreign",86,"Unrated",NA,NA
"1560","Down By Love","/movies/?id=downbylove.htm",675,"Distrib Films","August","Drama",100,"Not Yet Rated",NA,NA
"1561","Syrup","/movies/?id=syrup.htm",663,"Magnolia","June","Comedy / Drama",90,"R",NA,NA
"1562","Illegal (2011)","/movies/?id=illegal2011.htm",651,"Film Movement","March","Foreign",90,"Unrated",NA,NA
"1563","Nature Calls","/movies/?id=naturecalls.htm",646,"Magnolia","November","Comedy",79,"R",NA,NA
"1564","Hammer of the Gods","/movies/?id=hammerofthegods.htm",641,"Magnolia","July","Action",99,"R",NA,NA
"1565","Spooky House (Re-issue)","/movies/?id=spookyhouse05.htm",637,"Ent. Highway","May","Family Adventure",106,"PG",NA,NA
"1566","Citizen Gangster","/movies/?id=citizengangster.htm",625,"IFC","April","Crime Drama",105,"Unrated",NA,NA
"1567","Steve + Sky","/movies/?id=stevesky.htm",624,"Lifesize","July","Foreign",97,"Unrated",NA,"Felix Van Groeningen"
"1568","Anatomy 2","/movies/?id=anatomy2.htm",623,"Strand","August","Foreign",101,"R",NA,NA
"1569","Death of a Superhero","/movies/?id=deathofasuperhero.htm",607,"Tribeca Film","May","Drama",97,"Unrated",NA,NA
"1570","United Passions","/movies/?id=unitedpassions.htm",607,"Screen Media","June","Sports Drama",110,"Unrated",NA,"Frederic Auburtin"
"1571","Jesus, You Know","/movies/?id=jesusyouknow.htm",604,"Leisure Time","December","Documentary",87,"Unrated",NA,NA
"1572","Gottfried Helnwein and the Dreaming Child","/movies/?id=gottfried.htm",601,"First Run","November","Documentary",70,"Unrated",NA,NA
"1573","Shake Hands with the Devil","/movies/?id=shakehands.htm",594,"Regent Releasing","October","Historical Drama",112,"R",NA,NA
"1574","The Sugar Curtain","/movies/?id=sugarcurtain.htm",582,"Icarus Films","July","Foreign",90,"Unrated",NA,NA
"1575","The Rise and Fall of Miss Thang","/movies/?id=riseandfallofmissthang.htm",581,"Lavendar House Films","August","Drama",90,"Unrated",NA,NA
"1576","Notes on Marie Menken","/movies/?id=notesonmariemenken.htm",577,"Icarus Films","February","Documentary",97,"Unrated",NA,NA
"1577","A Good Day to Die","/movies/?id=agooddaytodie.htm",573,"Alive Mind Cinema","November","Documentary",90,"Unrated",NA,NA
"1578","The Pit (2016 re-release)","/movies/?id=thepit2016re.htm",560,"Kino Lorber","September","Horror",96,"R",NA,NA
"1579","The Comedians of Comedy","/movies/?id=comediansofcomedy.htm",549,"Vitagraph","November","Comedy",103,"R",NA,NA
"1580","Meeting Evil","/movies/?id=meetingevil.htm",525,"Magnolia","May","Crime Drama",89,"R",NA,NA
"1581","A Bloody Aria","/movies/?id=bloodyaria.htm",518,"ImaginAsian Pictures","January","Foreign / Horror",115,"Unrated",NA,NA
"1582","Falling","/movies/?id=falling.htm",509,"Kino","June","Foreign",88,"Unrated",NA,NA
"1583","Canary","/movies/?id=canary.htm",504,"ImaginAsian Pictures","July","Foreign",132,"Unrated",NA,NA
"1584","Back to Normandy","/movies/?id=backtonormandy.htm",503,"Kino","July","Documentary",113,"Unrated",NA,NA
"1585","The Last Door","/movies/?id=lastdoor07.htm",488,"Alliance","November","Unknown",NA,"Unrated",NA,NA
"1586","Tasuma: The Fighter","/movies/?id=tasuma.htm",479,"Artmattan Prods.","July","Foreign",90,"Unrated",NA,NA
"1587","Triumph of the Wall","/movies/?id=triumphofthewall.htm",476,"First Run","May","Documentary",102,"Unrated",NA,NA
"1588","Rome & Jewel","/movies/?id=romeandjewel.htm",470,"Emerging Pictures","November","Drama",91,"Unrated",NA,NA
"1589","Green is Gold","/movies/?id=greenisgold.htm",455,"Samuel Goldwyn","October","Drama",82,"Unrated",NA,NA
"1590","Serum","/movies/?id=serum.htm",440,"Arrival Pictures","October","Sci-Fi Horror",89,"R",NA,NA
"1591","The Dark Hours","/movies/?id=darkhours.htm",423,"Unknown","October","Horror",72,"R",NA,NA
"1592","The Magician (2010)","/movies/?id=magician2010.htm",406,"Regent Releasing","October","Thriller",85,"Unrated",NA,NA
"1593","Skinless","/movies/?id=skinless.htm",400,"Phantom Pain Films","March","Horror",80,"Unrated",NA,NA
"1594","Cinemanovels","/movies/?id=cinemanovels.htm",398,"Monterey Media, Inc.","July","Drama",91,"R",NA,NA
"1595","Hannah: Buddhism's Untold Journey","/movies/?id=hannahbuddhism.htm",396,"Kino Lorber","October","Documentary",90,"Unrated",NA,NA
"1596","Apartment 143","/movies/?id=apartment143.htm",383,"Magnolia","June","Horror",80,"R",NA,NA
"1597","The Marsh","/movies/?id=marsh.htm",336,"Alliance","March","Horror",90,"R",NA,NA
"1598","The Chambermaid","/movies/?id=thechambermaid.htm",315,"Film Movement","May","Drama",90,"Unrated",NA,NA
"1599","News From Planet Mars","/movies/?id=newsfromplanetmars.htm",310,"Kino Lorber","July","Comedy",101,"Unrated",NA,NA
"1600","Lou! Journal infime","/movies/?id=lou.htm",287,"Distrib Films","April","Comedy",104,"Unrated",NA,NA
"1601","Intervention","/movies/?id=intervention07.htm",279,"Alliance","November","Drama",NA,"Unrated",NA,NA
"1602","Playback","/movies/?id=playback.htm",264,"Magnolia","March","Horror Thriller",95,"R",NA,NA
"1603","Satanic","/movies/?id=satanic16.htm",252,"Magnolia","July","Horror",85,"R",NA,NA
"1604","Mummy, I'm a Zombie","/movies/?id=mummyimazombie.htm",120,"Phase 4","September","Animation",82,"PG",NA,NA
"1605","The Objective","/movies/?id=objective.htm",95,"IFC","February","Horror Thriller",104,"Unrated",NA,NA
"1606","Dog Eat Dog","/movies/?id=dogeatdog.htm",80,"IFC","January","Foreign",109,"Unrated",NA,NA
